0 -70.51066718 0.0795693887
1 -71.05393255 0.07730735304
2 -71.5833109 0.07515804247
3 -72.09823572 0.07311837194
4 -72.59818601 0.07118516509
5 -73.08269113 0.06935515926
6 -73.55136001 0.06762494282
7 -74.00383112 0.06599112613
8 -74.43981765 0.06445025348
9 -74.85909676 0.06299883368
10 -75.26150155 0.06163338739
11 -75.64683895 0.06035067926
12 -76.01418215 0.05914957674
13 -76.35616994 0.05804573963
14 -76.61409913 0.05718588456
15 -76.32604572 0.05774930914
16 -71.88339497 0.07010891478
17 -36.37553843 0.2687100881
18 34.22316982 0.9970788525
19 37.43026274 0.9999274188
20 35.90659672 0.9999082723
21 33.00903965 0.9998457841
22 29.25923605 0.9996948447
23 25.08050909 0.999346913
24 20.81212048 0.9985886117
25 16.67834644 0.9970585867
26 12.8116112 0.9942460574
27 9.284256364 0.9895804698
28 6.129256266 0.9826165586
29 3.351085278 0.9732283663
30 0.9327553312 0.9616836243
31 -1.157369425 0.9485494862
32 -2.958660692 0.9345043353
33 -4.512344285 0.9201691893
34 -5.857479227 0.9060182222
35 -7.028820422 0.8923628579
36 -8.056089314 0.8793769011
37 -8.964090217 0.8671341905
38 -9.773235382 0.8556433141
39 -10.50020595 0.8448740906
40 -11.15860423 0.8347757269
41 -11.75953371 0.8252883951
42 -12.31208736 0.8163501794
43 -12.8237464 0.8079009842
44 -13.30070051 0.7998845397
45 -13.74810245 0.7922492633
46 -14.17026999 0.7849484601
47 -14.5708457 0.7779401609
48 -14.95292385 0.7711867776
49 -15.31915133 0.7646546815
50 -15.67180837 0.7583137649
51 -16.01287339 0.752137017
52 -16.34407539 0.7461001316
53 -16.66693647 0.7401811515
54 -16.98280663 0.7343601523
55 -17.29289238 0.7286189633
56 -17.59828036 0.722940922
57 -17.89995711 0.71731066
58 -18.19882553 0.7117139154
59 -18.49571882 0.7061373693
60 -18.79141235 0.700568503
61 -19.08663373 0.6949954726
62 -19.38207151 0.6894070004
63 -19.67838271 0.6837922793
64 -19.97619942 0.6781408893
65 -20.27613449 0.6724427253
66 -20.57878661 0.6666879344
67 -20.88474478 0.6608668623
68 -21.19459228 0.6549700084
69 -21.50891015 0.6489879885
70 -21.82828024 0.6429115064
71 -22.15328798 0.6367313332
72 -22.48452462 0.6304382948
73 -22.82258918 0.6240232695
74 -23.16809002 0.6174771933
75 -23.52164589 0.6107910776
76 -23.88388666 0.6039560368
77 -24.2554534 0.596963329
78 -24.63699799 0.5898044096
79 -25.02918206 0.5824710001
80 -25.43267523 0.5749551722
81 -25.84815251 0.5672494488
82 -26.27629086 0.559346922
83 -26.71776477 0.5512413893
84 -27.1732408 0.5429275066
85 -27.64337099 0.5344009581
86 -28.12878516 0.5256586406
87 -28.63008205 0.5166988594
88 -29.14781936 0.5075215312
89 -29.68250274 0.4981283896
90 -30.23457401 0.4885231845
91 -30.80439866 0.4787118678
92 -31.39225317 0.4687027558
93 -31.9983123 0.4585066577
94 -32.62263711 0.4481369589
95 -33.2651639 0.4376096492
96 -33.92569498 0.4269432862
97 -34.60389166 0.4161588863
98 -35.29926995 0.4052797393
99 -36.01119968 0.3943311457
100 -36.73890722 0.38334008
101 -37.48148199 0.3723347881
102 -38.23788695 0.3613443321
103 -39.00697273 0.3503980964
104 -39.78749511 0.3395252772
105 -40.57813524 0.3287543729
106 -41.37752183 0.3181126991
107 -42.18425463 0.3076259444
108 -42.99692811 0.2973177856
109 -43.81415458 0.2872095751
110 -44.63458598 0.2773201069
111 -45.4569334 0.2676654666
112 -46.27998405 0.2582589636
113 -47.1026151 0.249111141
114 -47.92380409 0.2402298543
115 -48.74263598 0.2316204094
116 -49.55830682 0.2232857483
117 -50.37012411 0.2152266702
118 -51.17750425 0.2074420756
119 -51.97996723 0.1999292248
120 -52.77712902 0.1926839993
121 -53.56869192 0.1857011588
122 -54.35443329 0.1789745883
123 -55.13419293 0.1724975286
124 -55.90785957 0.1662627881
125 -56.67535669 0.1602629319
126 -57.43662802 0.1544904482
127 -58.19162319 0.1489378896
128 -58.94028366 0.1435979894
129 -59.68252946 0.1384637537
130 -60.418247 0.1335285295
131 -61.14727831 0.1287860494
132 -61.86941207 0.124230455
133 -62.5843767 0.1198563007
134 -63.29183577 0.1156585392
135 -63.99138596 0.1116324928
136 -64.68255759 0.1077738115
137 -65.3648178 0.104078423
138 -66.03757623 0.1005424759
