0 -81.1348619 0.0445167647
5 -81.35235751 0.04397367665
10 -81.47465139 0.04366990736
15 -81.52583516 0.04354190904
20 -81.52348157 0.04354504756
25 -15.05125354 0.4772723444
30 30.78478225 0.9997679967
35 12.43147777 0.9937925124
40 0.3925829593 0.9581039466
45 -5.622548761 0.9076280766
50 -8.686542929 0.8697432251
55 -10.47861469 0.8439368434
60 -11.68847446 0.8251857694
65 -12.61201408 0.8102420579
70 -13.38899428 0.7972912348
75 -14.09155895 0.7853079008
80 -14.76009375 0.7736825914
85 -15.41922173 0.7620255819
90 -16.08558084 0.7500619779
95 -16.77192895 0.7375726523
100 -17.48952675 0.7243582133
105 -18.24971421 0.7102142458
110 -19.06515372 0.6949114521
115 -19.95101536 0.6781770658
120 -20.92628455 0.6596756471
125 -22.01530824 0.638989198
130 -23.24959712 0.615599782
135 -24.66967031 0.5888844532
140 -26.32619919 0.5581448151
145 -28.27868167 0.5227121807
150 -30.58845632 0.4821819386
155 -33.30239006 0.4367948607
160 -36.42757301 0.3878361585
165 -39.90844137 0.337709051
170 -43.62743171 0.2893702884
175 -47.4392018 0.2453372506
180 -51.21877316 0.2069650528
185 -54.8914742 0.1744226195
190 -58.43133209 0.1471536336
195 -61.83635943 0.124391758
200 -65.09642727 0.1054860758
205 -68.17043974 0.08999052664
210 -70.98704293 0.07758045438
215 -73.46908319 0.06792458711
220 -75.56373059 0.06062524977
225 -77.25838907 0.05524358713
230 -78.57767155 0.05135645659
235 -79.56970613 0.04859827968
240 -80.29155692 0.04667617194
245 -80.79883508 0.04536649138
250 -81.14021486 0.04450333831
255 -81.35558518 0.04396565222
260 -81.47628807 0.04366584057
265 -81.52628534 0.04354075892
270 -81.52304677 0.04354606461
275 -14.96744604 0.478148697
280 30.78472309 0.9997679917
285 12.43497453 0.9937960685
290 0.3976415743 0.9581332289
295 -5.617126568 0.9076859462
300 -8.680694076 0.869821226
305 -10.47220229 0.8440315873
310 -11.681453 0.8252957297
315 -12.60438475 0.8103662509
320 -13.38076902 0.7974290361
325 -14.08274252 0.7854590583
330 -14.75067524 0.7738472504
335 -15.40917014 0.7622043099
340 -16.07484177 0.7502557986
345 -16.76042072 0.7377831026
350 -17.47713499 0.7245874307
355 -18.23628389 0.7104650993
360 -19.05047774 0.6951877226
365 -19.93481853 0.6784836864
370 -20.90820193 0.6600189971
375 -21.99485708 0.6393774181
380 -23.22614418 0.6160429995
385 -24.64240212 0.589394647
390 -26.2941161 0.5587347601
395 -28.24066023 0.5233925591
400 -30.54344866 0.4829557138
405 -33.24981205 0.4376494858
410 -36.36779653 0.3887379345
415 -39.84306636 0.3386069674
420 -43.55896817 0.290211673
425 -47.37022929 0.2460855612
430 -51.15114886 0.2076070499
435 -54.82606993 0.1749632081
440 -58.36831148 0.1476059395
445 -61.77574131 0.1247691121
450 -65.03863856 0.105798265
455 -68.11655197 0.0902440248
460 -70.93851642 0.07778077393
465 -73.42719761 0.06807822425
470 -75.5291186 0.06073991072
475 -77.23092591 0.05532725084
480 -78.55665849 0.0514163786
485 -79.55415189 0.04864046961
490 -80.2804139 0.04670531402
495 -80.79114328 0.04538610307
500 -81.13516486 0.04451600405
505 -81.3525293 0.04397324866
510 -81.4747252 0.04366972273
515 -81.52583604 0.04354190354
520 -81.52342813 0.04354517505
525 -15.04587103 0.4773286734
530 30.78478625 0.9997679967
535 12.43172701 0.9937927662
540 0.3929376024 0.9581060006
545 -5.622170478 0.9076321153
550 -8.686135778 0.8697486562
555 -10.4781688 0.8439434327
560 -11.68798649 0.8251934124
565 -12.61148403 0.8102506876
570 -13.38842291 0.7973008085
575 -14.09094657 0.7853184014
580 -14.7594396 0.773694029
585 -15.41852365 0.7620379959
590 -16.08483507 0.750075439
595 -16.77112984 0.7375872669
600 -17.48866641 0.7243741289
605 -18.24878193 0.7102316603
610 -19.06413522 0.6949306263
615 -19.94989166 0.6781983394
620 -20.92503053 0.6596994588
625 -22.01389071 0.6390161066
630 -23.24797263 0.6156304808
635 -24.66778316 0.5889197593
640 -26.32398114 0.5581855946
645 -28.27605638 0.5227591479
650 -30.58535317 0.4822352692
655 -33.29877067 0.4368536619
660 -36.42346464 0.3878980947
665 -39.90395475 0.3377706223
670 -43.62273864 0.2894279074
675 -47.43447772 0.2453884486
680 -51.21414362 0.2070089533
685 -54.88699763 0.1744595763
690 -58.42701898 0.1471845522
695 -61.8322108 0.1244175525
700 -65.09247214 0.1055074169
705 -68.16675099 0.09000785913
710 -70.98371982 0.07759415754
715 -73.4662127 0.067935106
720 -75.56135586 0.06063311023
725 -77.25650189 0.05524933239
730 -78.57622473 0.05136058023
735 -79.56863252 0.04860119059
740 -80.29078539 0.04667818905
745 -80.79830033 0.04536785447
750 -81.13986171 0.0445042238
