0.974758 1.20085 0.891286 | 4.07068 10.9239 126.446 3.03037 0.777178 0.777178 1 | 0 | NaN | NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 
0.82212 0.851053 0.0905853 | 4.49807 9.31484 137.095 0.30799 0.977354 0.977354 1 | 1 | -71.6437 | 0.0265199 0.253171 0.230724 0.581938 0.0092741 0.00849536 0.989254 0.996449 0.000206329 2.32598e-07 0.335924 
1.60057 0.891564 0.826402 | 2.31841 9.50119 127.309 2.80977 0.793399 0.793399 1 | 0 | NaN | NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 
0.779739 0.434685 0.685939 | 4.61673 7.39955 129.177 2.33219 0.828515 0.828515 1 | 1 | -76.0967 | 0.0112754 0.420402 0.410891 0.60485 0.00145935 0.00619618 0.989434 0.998116 0.000113959 1.10736e-07 0.378488 
1.24956 0.0691307 0.549336 | 3.30123 5.718 130.994 1.86774 0.862666 0.862666 1 | 1 | -83.2221 | 0.00262177 0.685449 0.685428 0.780083 0.000281652 0.00373134 0.998858 0.999318 4.40732e-05 3.37702e-08 0.450394 
1.09787 1.17097 0.638833 | 3.72597 10.7865 129.804 2.17203 0.840292 0.840292 1 | 0 | NaN | NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 
1.14632 1.03055 0.220703 | 3.5903 10.1405 135.365 0.750389 0.944824 0.944824 1 | 0 | NaN | NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 
0.74648 1.13121 0.0349769 | 4.70986 10.6036 137.835 0.118921 0.991256 0.991256 1 | 1 | -68.3848 | 0.0476045 0.156104 0.135253 0.564227 0.0324504 0.0106999 0.986936 0.994362 0.000318584 4.00401e-07 0.306337 
0.630564 0.072595 0.570179 | 5.03442 5.73394 130.717 1.93861 0.857455 0.857455 1 | 1 | -83.0213 | 0.00273471 0.679031 0.67885 0.648995 0.000291609 0.00379324 0.986008 0.999298 4.52691e-05 3.49196e-08 0.448324 
1.42384 0.302618 0.233149 | 2.81325 6.79204 135.199 0.792706 0.941713 0.941713 1 | 1 | -79.6 | 0.00556324 0.558226 0.557754 0.853009 0.000472758 0.00482766 0.999359 0.998856 7.14339e-05 6.17606e-08 0.413382 
1.62772 0.988078 0.738032 | 2.2424 9.94516 128.484 2.50931 0.815492 0.815492 1 | 0 | NaN | NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 
1.08295 0.0211575 0.963279 | 3.76774 5.49732 125.488 3.27515 0.75918 0.75918 1 | 1 | -83.0937 | 0.00269344 0.681355 0.68132 0.714925 0.000286899 0.0037659 0.997053 0.999305 4.48341e-05 3.45007e-08 0.44907 
1.04655 0.118682 0.360659 | 3.86965 5.94594 133.503 1.22624 0.909835 0.909835 1 | 1 | -82.6652 | 0.0029467 0.66745 0.667383 0.692784 0.000305166 0.00388288 0.995281 0.999262 4.74701e-05 3.70547e-08 0.444657 
0.511511 0.116894 1.05238 | 5.36777 5.93771 124.303 3.57809 0.736905 0.736905 1 | 1 | -80.8029 | 0.00434248 0.602942 0.601936 0.622765 0.000423497 0.00444179 0.985039 0.999037 6.0849e-05 5.05408e-08 0.425587 
1.4177 0.701108 0.724683 | 2.83044 8.6251 128.662 2.46392 0.818829 0.818829 1 | 1 | -72.0375 | 0.0246461 0.266668 0.260841 0.993049 0.00139833 0.00825709 0.999398 0.996643 0.000195777 2.17822e-07 0.339594 
0.877209 0.641981 0.362786 | 4.34381 8.35311 133.475 1.23347 0.909303 0.909303 1 | 1 | -73.795 | 0.0176669 0.330591 0.314131 0.600096 0.00325584 0.00729314 0.991053 0.997385 0.000154887 1.62515e-07 0.356204 
1.19941 0.159825 0.757215 | 3.44166 6.1352 128.229 2.57453 0.810696 0.810696 1 | 1 | -80.8219 | 0.00432548 0.603629 0.603424 0.745001 0.000397107 0.00442611 0.998541 0.999039 6.06954e-05 5.03813e-08 0.42578 
1.49519 0.516321 0.71578 | 2.61346 7.77508 128.78 2.43365 0.821055 0.821055 1 | 1 | -74.7978 | 0.014552 0.369143 0.363814 0.972138 0.000941615 0.00678962 0.999563 0.997733 0.000135505 1.37502e-07 0.365843 
0.557344 0.609774 0.06497 | 5.23944 8.20496 137.436 0.220898 0.983758 0.983758 1 | 1 | -75.0156 | 0.0139466 0.377662 0.360457 0.573532 0.00324118 0.00669795 0.984123 0.997802 0.000131626 1.32599e-07 0.367951 
1.29652 0.123965 0.597186 | 3.16976 5.97024 130.357 2.03043 0.850703 0.850703 1 | 1 | -81.9812 | 0.00339963 0.644498 0.644434 0.801812 0.000336288 0.00407572 0.999093 0.999186 5.2003e-05 4.15294e-08 0.437631 
1.44687 0.168921 0.203433 | 2.74876 6.17704 135.594 0.691672 0.949142 0.949142 1 | 1 | -82.1634 | 0.00327278 0.6507 0.650653 0.866831 0.000327628 0.00402317 0.999464 0.999207 5.07549e-05 4.02872e-08 0.4395 
1.38024 1.11959 1.1041 | 2.93532 10.5501 123.615 3.75395 0.723974 0.723974 1 | 0 | NaN | NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 
1.51004 0.332497 1.22435 | 2.57189 6.92949 122.016 4.16278 0.693913 0.693913 1 | 1 | -76.4025 | 0.0106118 0.432581 0.429852 0.971407 0.000746917 0.00605876 0.99964 0.998196 0.000109406 1.05233e-07 0.38149 
0.932173 0.942357 0.128221 | 4.18992 9.73484 136.595 0.435951 0.967945 0.967945 1 | 1 | -70.396 | 0.0333331 0.21276 0.192164 0.591531 0.0110731 0.00927716 0.991705 0.995761 0.000243665 2.86363e-07 0.324427 
0.938391 0.796798 0.543146 | 4.17251 9.06527 131.076 1.8467 0.864213 0.864213 1 | 1 | -71.1831 | 0.0288739 0.237816 0.217813 0.598549 0.00728429 0.0087741 0.992534 0.996209 0.000219395 2.51157e-07 0.331656 
1.41339 0.995237 0.623639 | 2.84252 9.97809 130.006 2.12037 0.84409 0.84409 1 | 0 | NaN | NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 
1.13255 0.782213 0.674979 | 3.62886 8.99818 129.323 2.29493 0.831255 0.831255 1 | 1 | -71.0347 | 0.0296718 0.232971 0.216274 0.6525 0.00283536 0.00886523 0.997116 0.996128 0.000223781 2.57449e-07 0.330287 
0.525855 0.0808904 0.608399 | 5.32761 5.7721 130.208 2.06856 0.8479 0.8479 1 | 1 | -82.7437 | 0.00289868 0.670023 0.669754 0.638773 0.000304941 0.00387151 0.984307 0.99927 4.69762e-05 3.65734e-08 0.445464 
1.11433 0.643923 0.478252 | 3.67988 8.36205 131.939 1.62606 0.880437 0.880437 1 | 1 | -73.4785 | 0.0187713 0.318691 0.305702 0.642031 0.00162349 0.007456 0.996708 0.997265 0.000161561 1.71318e-07 0.353186 
0.929726 0.863914 0.492471 | 4.19677 9.374 131.75 1.6744 0.876882 0.876882 1 | 1 | -70.4398 | 0.0330702 0.21411 0.193785 0.59439 0.00997903 0.00924824 0.992149 0.995787 0.000242249 2.84284e-07 0.324827 
1.6298 0.693282 1.24861 | 2.23657 8.5891 121.693 4.24528 0.687847 0.687847 1 | 0 | NaN | NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 
1.32833 0.674219 0.0598568 | 3.08068 8.50141 137.504 0.203513 0.985036 0.985036 1 | 1 | -74.1509 | 0.0164966 0.344137 0.33447 0.761971 0.00110174 0.00710848 0.998734 0.997514 0.000147708 1.53154e-07 0.359613 
1.50047 0.691545 0.664338 | 2.59869 8.58111 129.464 2.25875 0.833916 0.833916 1 | 1 | -72.347 | 0.0232586 0.277511 0.272888 0.994775 0.00133547 0.00807801 0.999426 0.996787 0.000187864 2.0687e-07 0.342492 
1.71635 1.18558 1.16453 | 1.99421 10.8537 122.812 3.95941 0.708867 0.708867 1 | 0 | NaN | NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 
0.993237 0.73625 0.954229 | 4.01894 8.78675 125.609 3.24438 0.761443 0.761443 1 | 0 | NaN | NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 
1.68996 0.509968 0.184658 | 2.06811 7.74586 135.844 0.627836 0.953836 0.953836 1 | 1 | -76.3483 | 0.0107268 0.430418 0.428464 0.982745 0.000752226 0.00608213 0.999654 0.998182 0.0001102 1.06189e-07 0.380957 
1.05573 0.465028 0.309147 | 3.84397 7.53913 134.188 1.0511 0.922713 0.922713 1 | 1 | -76.6217 | 0.0101591 0.441319 0.436241 0.640936 0.000840114 0.00596604 0.995268 0.998252 0.000106255 1.01459e-07 0.383647 
0.845179 1.15057 0.17884 | 4.4335 10.6926 135.921 0.608056 0.95529 0.95529 1 | 1 | -67.8003 | 0.052637 0.141722 0.123544 0.574446 0.0315385 0.0111477 0.989069 0.993875 0.000344398 4.41372e-07 0.301186 
1.06238 0.245276 0.983497 | 3.82533 6.52827 125.219 3.34389 0.754126 0.754126 1 | 1 | -78.5662 | 0.00686987 0.518354 0.516835 0.668256 0.000559972 0.00519622 0.996546 0.998675 8.19908e-05 7.33742e-08 0.402977 
0.501412 0.284495 0.325679 | 5.39605 6.70868 133.968 1.10731 0.91858 0.91858 1 | 1 | -79.5847 | 0.00558066 0.557647 0.55519 0.604394 0.000571116 0.00484572 0.983582 0.998854 7.15794e-05 6.19179e-08 0.413228 
0.880396 0.175249 0.4839 | 4.33489 6.20614 131.864 1.64526 0.879025 0.879025 1 | 1 | -81.2129 | 0.0039888 0.617677 0.617292 0.655984 0.000380227 0.00430724 0.991406 0.999091 5.76118e-05 4.72022e-08 0.429769 
0.862193 0.0583263 0.234906 | 4.38586 5.6683 135.176 0.798681 0.941273 0.941273 1 | 1 | -84.2088 | 0.00212963 0.715754 0.715716 0.683668 0.000244743 0.00348148 0.990556 0.999408 3.86406e-05 2.86496e-08 0.46059 
0.846918 0.481919 0.214095 | 4.42863 7.61683 135.453 0.727922 0.946476 0.946476 1 | 1 | -76.5846 | 0.0102344 0.439841 0.432372 0.61114 0.00116539 0.00598469 0.990172 0.998242 0.000106782 1.02087e-07 0.383282 
0.560261 0.19185 0.940722 | 5.23127 6.28251 125.788 3.19845 0.76482 0.76482 1 | 1 | -79.6495 | 0.00550709 0.560105 0.558065 0.614401 0.000540202 0.00481977 0.985608 0.998864 7.09642e-05 6.12534e-08 0.413882 
1.04968 1.04023 0.673581 | 3.86089 10.1851 129.341 2.29018 0.831605 0.831605 1 | 0 | NaN | NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 
1.51323 1.08131 0.311114 | 2.56296 10.374 134.162 1.05779 0.922222 0.922222 1 | 0 | NaN | NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 
1.50632 0.149945 0.502552 | 2.58229 6.08975 131.616 1.70868 0.874362 0.874362 1 | 1 | -81.7729 | 0.00355043 0.637334 0.637269 0.900151 0.000346415 0.00413647 0.99957 0.999161 5.3467e-05 4.2996e-08 0.435496 
1.38961 0.772265 0.333106 | 2.90908 8.95242 133.87 1.13256 0.916723 0.916723 1 | 1 | -72.0989 | 0.0243654 0.268801 0.2593 0.978089 0.00139676 0.00822132 0.999388 0.996672 0.000194183 2.15607e-07 0.340168 
0.919993 1.24696 0.191001 | 4.22402 11.136 135.76 0.649402 0.95225 0.95225 1 | 0 | NaN | NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 
0.731868 0.396849 0.0887172 | 4.75077 7.22551 137.12 0.301639 0.977821 0.977821 1 | 1 | -78.2708 | 0.00729403 0.506779 0.50278 0.609466 0.000754632 0.00531268 0.987355 0.998618 8.52837e-05 7.70764e-08 0.40002 
1.44562 0.681485 0.630976 | 2.75227 8.53483 129.908 2.14532 0.842256 0.842256 1 | 1 | -72.5711 | 0.0222988 0.285482 0.279208 0.989575 0.00129604 0.00795076 0.999438 0.996888 0.000182335 1.99286e-07 0.344598 
1.08953 0.413727 0.364679 | 3.74931 7.30314 133.45 1.23991 0.90883 0.90883 1 | 1 | -77.31 | 0.00885325 0.468747 0.465416 0.65343 0.000701866 0.00568126 0.996172 0.998415 9.69394e-05 9.04629e-08 0.390451 
0.701719 0.188371 0.313927 | 4.83519 6.26651 134.125 1.06735 0.921518 0.921518 1 | 1 | -81.3923 | 0.00384301 0.624033 0.623485 0.635997 0.000375864 0.00425703 0.98702 0.999114 5.62506e-05 4.58123e-08 0.431601 
1.41402 0.598411 0.446357 | 2.84076 8.15269 132.363 1.51761 0.888411 0.888411 1 | 1 | -74.2609 | 0.0161498 0.348355 0.339011 0.822604 0.0010541 0.00705326 0.999105 0.997553 0.000145559 1.50373e-07 0.360669 
1.71467 0.507115 1.18682 | 1.99893 7.73273 122.515 4.03518 0.703296 0.703296 1 | 0 | NaN | NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 
1.10702 0.353578 0.536255 | 3.70034 7.02646 131.168 1.82327 0.865936 0.865936 1 | 1 | -77.8678 | 0.00791318 0.490887 0.488601 0.666203 0.000626098 0.00546043 0.996831 0.998536 8.9991e-05 8.24309e-08 0.395997 
0.760679 0.0890749 0.200365 | 4.6701 5.80974 135.635 0.681241 0.949909 0.949909 1 | 1 | -83.6497 | 0.00239623 0.698833 0.698748 0.665 0.00026546 0.00362505 0.988083 0.999358 4.16311e-05 3.14476e-08 0.454808 
1.3597 1.20584 0.870278 | 2.99284 10.9469 126.725 2.95894 0.782431 0.782431 1 | 0 | NaN | NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 
0.878972 0.219068 0.0236784 | 4.33888 6.40771 137.985 0.0805064 0.99408 0.99408 1 | 1 | -81.5651 | 0.00370739 0.630104 0.629785 0.655093 0.000360842 0.00420131 0.990671 0.999136 5.49692e-05 4.45115e-08 0.433369 
0.900158 0.716697 0.0860983 | 4.27956 8.69681 137.155 0.292734 0.978475 0.978475 1 | 1 | -73.454 | 0.0188594 0.317779 0.300432 0.598872 0.00371858 0.00747143 0.991168 0.997255 0.00016209 1.72019e-07 0.352953 
0.972956 0.0220245 1.08108 | 4.07572 5.50131 123.922 3.67566 0.729731 0.729731 1 | 1 | -82.7327 | 0.00290534 0.669664 0.669594 0.690659 0.000302265 0.00386449 0.994677 0.999269 4.70449e-05 3.66403e-08 0.445351 
1.48514 1.07999 0.250767 | 2.6416 10.368 134.965 0.852609 0.937308 0.937308 1 | 0 | NaN | NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 
0.717913 0.699638 0.282848 | 4.78984 8.61834 134.538 0.961682 0.929288 0.929288 1 | 1 | -73.1802 | 0.0198699 0.307624 0.286313 0.578861 0.00580603 0.0076219 0.987376 0.997146 0.000168115 1.80049e-07 0.350352 
1.02945 0.838685 0.147111 | 3.91753 9.25795 136.343 0.500179 0.963222 0.963222 1 | 1 | -71.6687 | 0.0263972 0.254015 0.235785 0.609326 0.0046712 0.00847675 0.994144 0.996462 0.000205643 2.3163e-07 0.336157 
0.884492 1.2111 1.01128 | 4.32342 10.9711 124.85 3.43836 0.74718 0.74718 1 | 0 | NaN | NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 
0.620585 1.09931 1.22818 | 5.06236 10.4568 121.965 4.1758 0.692956 0.692956 1 | 0 | NaN | NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 
0.905481 0.122928 0.270479 | 4.26465 5.96547 134.703 0.919628 0.93238 0.93238 1 | 1 | -82.7966 | 0.00286669 0.671753 0.671649 0.673589 0.000299934 0.00384842 0.991686 0.999275 4.66458e-05 3.62521e-08 0.446009 
1.56175 1.18309 1.12697 | 2.4271 10.8422 123.311 3.83171 0.718257 0.718257 1 | 0 | NaN | NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 
1.21339 0.46352 0.210964 | 3.40251 7.53219 135.494 0.717279 0.947259 0.947259 1 | 1 | -76.9163 | 0.00957928 0.453067 0.449655 0.709917 0.000712064 0.00584191 0.998282 0.998323 0.000102163 9.65969e-08 0.386554 
0.87491 0.316806 1.02146 | 4.35025 6.85731 124.715 3.47298 0.744634 0.744634 1 | 1 | -77.1654 | 0.00911354 0.462994 0.458004 0.627116 0.00085459 0.00574148 0.992211 0.998382 9.88254e-05 9.26684e-08 0.389018 
0.871096 1.1947 0.328998 | 4.36093 10.8956 133.924 1.11859 0.91775 0.91775 1 | 0 | NaN | NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 
1.38816 0.800515 0.900524 | 2.91315 9.08237 126.323 3.06178 0.774869 0.774869 1 | 0 | NaN | NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 
1.29055 0.657523 0.165796 | 3.18646 8.4246 136.095 0.563706 0.958551 0.958551 1 | 1 | -74.1137 | 0.0166157 0.342711 0.332823 0.744539 0.00112288 0.00712732 0.998614 0.997501 0.000148444 1.54108e-07 0.359255 
0.665974 1.22202 0.5331 | 4.93527 11.0213 131.21 1.81254 0.866725 0.866725 1 | 1 | -66.077 | 0.0701661 0.104827 0.0897574 0.557015 0.0621786 0.0125948 0.985175 0.992186 0.000433319 5.88216e-07 0.286293 
0.688266 1.0222 0.652354 | 4.87286 10.1021 129.624 2.218 0.836912 0.836912 1 | 1 | -68.0461 | 0.0504675 0.147655 0.127222 0.562254 0.0360453 0.0109597 0.98642 0.994085 0.000333295 4.23652e-07 0.303347 
1.07514 0.265642 0.222455 | 3.78961 6.62195 135.341 0.756345 0.944386 0.944386 1 | 1 | -80.2262 | 0.00489151 0.581763 0.581278 0.671925 0.000435614 0.00461812 0.99573 0.998954 6.5712e-05 5.56396e-08 0.419724 
1.70288 0.592941 0.161963 | 2.03194 8.12753 136.146 0.550673 0.959509 0.959509 1 | 1 | -75.1433 | 0.0136028 0.382668 0.380058 0.989376 0.000893758 0.00662518 0.999607 0.997842 0.000129405 1.29808e-07 0.369189 
1.73198 0.155848 0.61917 | 1.95045 6.1169 130.065 2.10518 0.845208 0.845208 1 | 1 | -81.4286 | 0.00381409 0.625314 0.625258 0.970422 0.000363865 0.00423899 0.999768 0.999119 5.59787e-05 4.55356e-08 0.431973 
1.1222 0.610376 0.617676 | 3.65783 8.20773 130.085 2.1001 0.845581 0.845581 1 | 1 | -73.5956 | 0.0183554 0.323077 0.3106 0.650868 0.00149736 0.00739429 0.997065 0.99731 0.000159059 1.68006e-07 0.354302 
1.17131 0.66305 0.852328 | 3.52033 8.45003 126.964 2.89792 0.786918 0.786918 1 | 1 | -72.2017 | 0.0239009 0.272397 0.257495 0.684912 0.00183849 0.00816187 0.997851 0.99672 0.000191538 2.11941e-07 0.34113 
0.576926 1.1492 1.15188 | 5.18461 10.6863 122.98 3.91639 0.71203 0.71203 1 | 0 | NaN | NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 
1.47304 0.429184 0.434855 | 2.6755 7.37424 132.516 1.47851 0.891286 0.891286 1 | 1 | -76.9328 | 0.0095478 0.453723 0.450808 0.876533 0.000694609 0.00583493 0.999382 0.998327 0.000101939 9.63321e-08 0.386717 
0.68171 0.0948335 0.606508 | 4.89121 5.83623 130.233 2.06213 0.848373 0.848373 1 | 1 | -82.4695 | 0.00306998 0.660974 0.66073 0.647871 0.00031647 0.00394335 0.987092 0.999241 4.87255e-05 3.82837e-08 0.442644 
1.54339 0.787843 1.05806 | 2.4785 9.02408 124.228 3.5974 0.735486 0.735486 1 | 0 | NaN | NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 
1.27395 1.07241 0.389527 | 3.23293 10.3331 133.119 1.32439 0.902618 0.902618 1 | 0 | NaN | NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 
1.68354 1.16206 1.14966 | 2.08609 10.7455 123.01 3.90884 0.712585 0.712585 1 | 0 | NaN | NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 
1.5031 0.625909 0.955326 | 2.59132 8.27918 125.594 3.24811 0.761169 0.761169 1 | 1 | -72.4903 | 0.0226406 0.282597 0.278529 0.996072 0.00130744 0.0079964 0.999438 0.996852 0.000184309 2.01988e-07 0.343838 
