0.0000000000 -87.0000000000 0.0100000000 0.8000000000 0.0100000000 
0.0001000000 -86.9587573729 0.0237076264 0.8020314319 0.0100073587 
0.0002000000 -86.9136983550 0.0289016161 0.8040216894 0.0100147458 
0.0003000000 -86.8653515770 0.0309041735 0.8059706412 0.0100221643 
0.0004000000 -86.8155859687 0.0317121447 0.8078782869 0.0100296166 
0.0005000000 -86.7654304531 0.0320730949 0.8097450559 0.0100371038 
0.0006000000 -86.7153212639 0.0322666227 0.8115716024 0.0100446264 
0.0007000000 -86.6654279366 0.0323972892 0.8133586652 0.0100521845 
0.0008000000 -86.6158131874 0.0325042076 0.8151070050 0.0100597780 
0.0009000000 -86.5664985914 0.0326020160 0.8168173798 0.0100674069 
0.0010000000 -86.5174901123 0.0326961958 0.8184905360 0.0100750709 
0.0011000000 -86.4687878377 0.0327888018 0.8201272047 0.0100827700 
0.0012000000 -86.4203896654 0.0328806057 0.8217281015 0.0100905042 
0.0013000000 -86.3722926963 0.0329718983 0.8232939257 0.0100982732 
0.0014000000 -86.3244937598 0.0330627902 0.8248253610 0.0101060769 
0.0015000000 -86.2769896119 0.0331533245 0.8263230759 0.0101139153 
0.0016000000 -86.2297770092 0.0332435191 0.8277877238 0.0101217882 
0.0017000000 -86.1828527368 0.0333333820 0.8292199433 0.0101296955 
0.0018000000 -86.1362136179 0.0334229181 0.8306203591 0.0101376371 
0.0019000000 -86.0898565175 0.0335121304 0.8319895818 0.0101456129 
0.0020000000 -86.0437783428 0.0336010219 0.8333282085 0.0101536227 
0.0021000000 -85.9979760432 0.0336895950 0.8346368233 0.0101616665 
0.0022000000 -85.9524466099 0.0337778522 0.8359159973 0.0101697442 
0.0023000000 -85.9071870751 0.0338657959 0.8371662892 0.0101778555 
0.0024000000 -85.8621945114 0.0339534285 0.8383882456 0.0101860005 
0.0025000000 -85.8174660312 0.0340407524 0.8395824010 0.0101941790 
0.0026000000 -85.7729987857 0.0341277699 0.8407492786 0.0102023910 
0.0027000000 -85.7287899650 0.0342144834 0.8418893900 0.0102106362 
0.0028000000 -85.6848367965 0.0343008952 0.8430032361 0.0102189146 
0.0029000000 -85.6411365451 0.0343870076 0.8440913069 0.0102272261 
0.0030000000 -85.5976865119 0.0344728229 0.8451540820 0.0102355706 
0.0031000000 -85.5544840342 0.0345583434 0.8461920309 0.0102439479 
0.0032000000 -85.5115264846 0.0346435713 0.8472056129 0.0102523580 
0.0033000000 -85.4688112701 0.0347285089 0.8481952778 0.0102608008 
0.0034000000 -85.4263358323 0.0348131584 0.8491614659 0.0102692762 
0.0035000000 -85.3840976462 0.0348975220 0.8501046082 0.0102777840 
0.0036000000 -85.3420942199 0.0349816019 0.8510251267 0.0102863242 
0.0037000000 -85.3003230940 0.0350654003 0.8519234347 0.0102948966 
0.0038000000 -85.2587818411 0.0351489194 0.8527999368 0.0103035012 
0.0039000000 -85.2174680652 0.0352321613 0.8536550292 0.0103121379 
0.0040000000 -85.1763794014 0.0353151281 0.8544891000 0.0103208065 
0.0041000000 -85.1355135151 0.0353978221 0.8553025294 0.0103295070 
0.0042000000 -85.0948681019 0.0354802452 0.8560956896 0.0103382393 
0.0043000000 -85.0544408865 0.0355623996 0.8568689452 0.0103470032 
0.0044000000 -85.0142296231 0.0356442873 0.8576226537 0.0103557987 
0.0045000000 -84.9742320940 0.0357259105 0.8583571649 0.0103646257 
0.0046000000 -84.9344461099 0.0358072712 0.8590728217 0.0103734841 
0.0047000000 -84.8948695091 0.0358883713 0.8597699602 0.0103823738 
0.0048000000 -84.8555001568 0.0359692130 0.8604489096 0.0103912946 
0.0049000000 -84.8163359455 0.0360497983 0.8611099925 0.0104002466 
0.0050000000 -84.7773747936 0.0361301290 0.8617535249 0.0104092296 
0.0051000000 -84.7386146457 0.0362102073 0.8623798169 0.0104182435 
0.0052000000 -84.7000534718 0.0362900351 0.8629891720 0.0104272882 
0.0053000000 -84.6616892671 0.0363696143 0.8635818880 0.0104363637 
0.0054000000 -84.6235200514 0.0364489469 0.8641582566 0.0104454698 
0.0055000000 -84.5855438692 0.0365280347 0.8647185639 0.0104546065 
0.0056000000 -84.5477587886 0.0366068798 0.8652630901 0.0104637736 
0.0057000000 -84.5101629015 0.0366854840 0.8657921104 0.0104729711 
0.0058000000 -84.4727543230 0.0367638491 0.8663058941 0.0104821990 
